Dataset Name,Image Name,Characteristics [Organism],Term Source 1 REF,Term Source 1 Accession,Experimental Condition [Cell Origin],Experimental Condition [Cell Type],Experimental Condition [PDX Metastatic Efficiency],Comment [Experiment Date],Source Name,Comment [Series Location],Image File,Comment [Image File Comment],Comment [Image File Path],Comment [Image File Type],Channels
PDX_m481,150322_m481.nd2 [150322_m481.nd2 (series 11)],Homo sapiens,NCBITaxon,NCBITaxon_9606,PDX,m481,high       ,150322,150322_m481,11,150322_m481.nd2,,data/raw/nd2/150322_m481.nd2,raw,Phase contrast: Cells
PDX_m481,150322_m481.nd2 [150322_m481.nd2 (series 12)],Homo sapiens,NCBITaxon,NCBITaxon_9606,PDX,m481,high       ,150322,150322_m481,12,150322_m481.nd2,,data/raw/nd2/150322_m481.nd2,raw,Phase contrast: Cells
PDX_m481,150322_m481.nd2 [150322_m481.nd2 (series 13)],Homo sapiens,NCBITaxon,NCBITaxon_9606,PDX,m481,high       ,150322,150322_m481,13,150322_m481.nd2,,data/raw/nd2/150322_m481.nd2,raw,Phase contrast: Cells
PDX_m481,150322_m481.nd2 [150322_m481.nd2 (series 14)],Homo sapiens,NCBITaxon,NCBITaxon_9606,PDX,m481,high       ,150322,150322_m481,14,150322_m481.nd2,,data/raw/nd2/150322_m481.nd2,raw,Phase contrast: Cells
PDX_m481,150322_m481.nd2 [150322_m481.nd2 (series 15)],Homo sapiens,NCBITaxon,NCBITaxon_9606,PDX,m481,high       ,150322,150322_m481,15,150322_m481.nd2,,data/raw/nd2/150322_m481.nd2,raw,Phase contrast: Cells
PDX_m528,150413_m528_m481.nd2 [150413_m528_m481.nd2 (series 01)],Homo sapiens,NCBITaxon,NCBITaxon_9606,PDX,m528,low        ,150413,150413_m528_m481,1,150413_m528_m481.nd2,,data/raw/nd2/150413_m528_m481.nd2,raw,Phase contrast: Cells
PDX_m528,150413_m528_m481.nd2 [150413_m528_m481.nd2 (series 02)],Homo sapiens,NCBITaxon,NCBITaxon_9606,PDX,m528,low        ,150413,150413_m528_m481,2,150413_m528_m481.nd2,,data/raw/nd2/150413_m528_m481.nd2,raw,Phase contrast: Cells
PDX_m528,150413_m528_m481.nd2 [150413_m528_m481.nd2 (series 03)],Homo sapiens,NCBITaxon,NCBITaxon_9606,PDX,m528,low        ,150413,150413_m528_m481,3,150413_m528_m481.nd2,,data/raw/nd2/150413_m528_m481.nd2,raw,Phase contrast: Cells
PDX_m528,150413_m528_m481.nd2 [150413_m528_m481.nd2 (series 04)],Homo sapiens,NCBITaxon,NCBITaxon_9606,PDX,m528,low        ,150413,150413_m528_m481,4,150413_m528_m481.nd2,,data/raw/nd2/150413_m528_m481.nd2,raw,Phase contrast: Cells
PDX_m528,150413_m528_m481.nd2 [150413_m528_m481.nd2 (series 05)],Homo sapiens,NCBITaxon,NCBITaxon_9606,PDX,m528,low        ,150413,150413_m528_m481,5,150413_m528_m481.nd2,,data/raw/nd2/150413_m528_m481.nd2,raw,Phase contrast: Cells
PDX_m528,150413_m528_m481.nd2 [150413_m528_m481.nd2 (series 06)],Homo sapiens,NCBITaxon,NCBITaxon_9606,PDX,m528,low        ,150413,150413_m528_m481,6,150413_m528_m481.nd2,,data/raw/nd2/150413_m528_m481.nd2,raw,Phase contrast: Cells
PDX_m528,150413_m528_m481.nd2 [150413_m528_m481.nd2 (series 07)],Homo sapiens,NCBITaxon,NCBITaxon_9606,PDX,m528,low        ,150413,150413_m528_m481,7,150413_m528_m481.nd2,,data/raw/nd2/150413_m528_m481.nd2,raw,Phase contrast: Cells
PDX_m528,150413_m528_m481.nd2 [150413_m528_m481.nd2 (series 08)],Homo sapiens,NCBITaxon,NCBITaxon_9606,PDX,m528,low        ,150413,150413_m528_m481,8,150413_m528_m481.nd2,,data/raw/nd2/150413_m528_m481.nd2,raw,Phase contrast: Cells
PDX_m528,150413_m528_m481.nd2 [150413_m528_m481.nd2 (series 09)],Homo sapiens,NCBITaxon,NCBITaxon_9606,PDX,m528,low        ,150413,150413_m528_m481,9,150413_m528_m481.nd2,,data/raw/nd2/150413_m528_m481.nd2,raw,Phase contrast: Cells
PDX_m528,150413_m528_m481.nd2 [150413_m528_m481.nd2 (series 10)],Homo sapiens,NCBITaxon,NCBITaxon_9606,PDX,m528,low        ,150413,150413_m528_m481,10,150413_m528_m481.nd2,,data/raw/nd2/150413_m528_m481.nd2,raw,Phase contrast: Cells
PDX_m481,150413_m528_m481.nd2 [150413_m528_m481.nd2 (series 11)],Homo sapiens,NCBITaxon,NCBITaxon_9606,PDX,m481,high       ,150413,150413_m528_m481,11,150413_m528_m481.nd2,,data/raw/nd2/150413_m528_m481.nd2,raw,Phase contrast: Cells
PDX_m481,150413_m528_m481.nd2 [150413_m528_m481.nd2 (series 12)],Homo sapiens,NCBITaxon,NCBITaxon_9606,PDX,m481,high       ,150413,150413_m528_m481,12,150413_m528_m481.nd2,,data/raw/nd2/150413_m528_m481.nd2,raw,Phase contrast: Cells
PDX_m481,150413_m528_m481.nd2 [150413_m528_m481.nd2 (series 13)],Homo sapiens,NCBITaxon,NCBITaxon_9606,PDX,m481,high       ,150413,150413_m528_m481,13,150413_m528_m481.nd2,,data/raw/nd2/150413_m528_m481.nd2,raw,Phase contrast: Cells
PDX_m481,150413_m528_m481.nd2 [150413_m528_m481.nd2 (series 14)],Homo sapiens,NCBITaxon,NCBITaxon_9606,PDX,m481,high       ,150413,150413_m528_m481,14,150413_m528_m481.nd2,,data/raw/nd2/150413_m528_m481.nd2,raw,Phase contrast: Cells
PDX_m481,150413_m528_m481.nd2 [150413_m528_m481.nd2 (series 15)],Homo sapiens,NCBITaxon,NCBITaxon_9606,PDX,m481,high       ,150413,150413_m528_m481,15,150413_m528_m481.nd2,,data/raw/nd2/150413_m528_m481.nd2,raw,Phase contrast: Cells
PDX_m481,150413_m528_m481.nd2 [150413_m528_m481.nd2 (series 16)],Homo sapiens,NCBITaxon,NCBITaxon_9606,PDX,m481,high       ,150413,150413_m528_m481,16,150413_m528_m481.nd2,,data/raw/nd2/150413_m528_m481.nd2,raw,Phase contrast: Cells
PDX_m481,150413_m528_m481.nd2 [150413_m528_m481.nd2 (series 17)],Homo sapiens,NCBITaxon,NCBITaxon_9606,PDX,m481,high       ,150413,150413_m528_m481,17,150413_m528_m481.nd2,,data/raw/nd2/150413_m528_m481.nd2,raw,Phase contrast: Cells
PDX_m481,150413_m528_m481.nd2 [150413_m528_m481.nd2 (series 18)],Homo sapiens,NCBITaxon,NCBITaxon_9606,PDX,m481,high       ,150413,150413_m528_m481,18,150413_m528_m481.nd2,,data/raw/nd2/150413_m528_m481.nd2,raw,Phase contrast: Cells
PDX_m481,150413_m528_m481.nd2 [150413_m528_m481.nd2 (series 19)],Homo sapiens,NCBITaxon,NCBITaxon_9606,PDX,m481,high       ,150413,150413_m528_m481,19,150413_m528_m481.nd2,,data/raw/nd2/150413_m528_m481.nd2,raw,Phase contrast: Cells
PDX_m481,150413_m528_m481.nd2 [150413_m528_m481.nd2 (series 20)],Homo sapiens,NCBITaxon,NCBITaxon_9606,PDX,m481,high       ,150413,150413_m528_m481,20,150413_m528_m481.nd2,,data/raw/nd2/150413_m528_m481.nd2,raw,Phase contrast: Cells
Melanocyte_m116,150414_m116.nd2 [150414_m116.nd2 (series 01)],Homo sapiens,NCBITaxon,NCBITaxon_9606,Melanocyte,m116,           ,150414,150414_m116,1,150414_m116.nd2,,data/raw/nd2/150414_m116.nd2,raw,Phase contrast: Cells
Melanocyte_m116,150414_m116.nd2 [150414_m116.nd2 (series 02)],Homo sapiens,NCBITaxon,NCBITaxon_9606,Melanocyte,m116,           ,150414,150414_m116,2,150414_m116.nd2,,data/raw/nd2/150414_m116.nd2,raw,Phase contrast: Cells
Melanocyte_m116,150414_m116.nd2 [150414_m116.nd2 (series 03)],Homo sapiens,NCBITaxon,NCBITaxon_9606,Melanocyte,m116,           ,150414,150414_m116,3,150414_m116.nd2,,data/raw/nd2/150414_m116.nd2,raw,Phase contrast: Cells
Melanocyte_m116,150414_m116.nd2 [150414_m116.nd2 (series 04)],Homo sapiens,NCBITaxon,NCBITaxon_9606,Melanocyte,m116,           ,150414,150414_m116,4,150414_m116.nd2,,data/raw/nd2/150414_m116.nd2,raw,Phase contrast: Cells
Melanocyte_m116,150414_m116.nd2 [150414_m116.nd2 (series 05)],Homo sapiens,NCBITaxon,NCBITaxon_9606,Melanocyte,m116,           ,150414,150414_m116,5,150414_m116.nd2,,data/raw/nd2/150414_m116.nd2,raw,Phase contrast: Cells
Melanocyte_m116,150414_m116.nd2 [150414_m116.nd2 (series 06)],Homo sapiens,NCBITaxon,NCBITaxon_9606,Melanocyte,m116,           ,150414,150414_m116,6,150414_m116.nd2,,data/raw/nd2/150414_m116.nd2,raw,Phase contrast: Cells
Melanocyte_m116,150414_m116.nd2 [150414_m116.nd2 (series 07)],Homo sapiens,NCBITaxon,NCBITaxon_9606,Melanocyte,m116,           ,150414,150414_m116,7,150414_m116.nd2,,data/raw/nd2/150414_m116.nd2,raw,Phase contrast: Cells
Melanocyte_m116,150414_m116.nd2 [150414_m116.nd2 (series 08)],Homo sapiens,NCBITaxon,NCBITaxon_9606,Melanocyte,m116,           ,150414,150414_m116,8,150414_m116.nd2,,data/raw/nd2/150414_m116.nd2,raw,Phase contrast: Cells
Melanocyte_m116,150414_m116.nd2 [150414_m116.nd2 (series 09)],Homo sapiens,NCBITaxon,NCBITaxon_9606,Melanocyte,m116,           ,150414,150414_m116,9,150414_m116.nd2,,data/raw/nd2/150414_m116.nd2,raw,Phase contrast: Cells
Melanocyte_m116,150414_m116.nd2 [150414_m116.nd2 (series 10)],Homo sapiens,NCBITaxon,NCBITaxon_9606,Melanocyte,m116,           ,150414,150414_m116,10,150414_m116.nd2,,data/raw/nd2/150414_m116.nd2,raw,Phase contrast: Cells
Melanocyte_m116,150414_m116.nd2 [150414_m116.nd2 (series 11)],Homo sapiens,NCBITaxon,NCBITaxon_9606,Melanocyte,m116,           ,150414,150414_m116,11,150414_m116.nd2,,data/raw/nd2/150414_m116.nd2,raw,Phase contrast: Cells
Melanocyte_m116,150414_m116.nd2 [150414_m116.nd2 (series 12)],Homo sapiens,NCBITaxon,NCBITaxon_9606,Melanocyte,m116,           ,150414,150414_m116,12,150414_m116.nd2,,data/raw/nd2/150414_m116.nd2,raw,Phase contrast: Cells
PDX_m481,150415_m481_UT8.nd2 [150415_m481_UT8.nd2 (series 01)],Homo sapiens,NCBITaxon,NCBITaxon_9606,PDX,m481,high       ,150415,150415_m481_UT8,1,150415_m481_UT8.nd2,,data/raw/nd2/150415_m481_UT8.nd2,raw,Phase contrast: Cells
PDX_m481,150415_m481_UT8.nd2 [150415_m481_UT8.nd2 (series 02)],Homo sapiens,NCBITaxon,NCBITaxon_9606,PDX,m481,high       ,150415,150415_m481_UT8,2,150415_m481_UT8.nd2,,data/raw/nd2/150415_m481_UT8.nd2,raw,Phase contrast: Cells
PDX_m481,150415_m481_UT8.nd2 [150415_m481_UT8.nd2 (series 03)],Homo sapiens,NCBITaxon,NCBITaxon_9606,PDX,m481,high       ,150415,150415_m481_UT8,3,150415_m481_UT8.nd2,,data/raw/nd2/150415_m481_UT8.nd2,raw,Phase contrast: Cells
PDX_m481,150415_m481_UT8.nd2 [150415_m481_UT8.nd2 (series 04)],Homo sapiens,NCBITaxon,NCBITaxon_9606,PDX,m481,high       ,150415,150415_m481_UT8,4,150415_m481_UT8.nd2,,data/raw/nd2/150415_m481_UT8.nd2,raw,Phase contrast: Cells
PDX_m481,150415_m481_UT8.nd2 [150415_m481_UT8.nd2 (series 05)],Homo sapiens,NCBITaxon,NCBITaxon_9606,PDX,m481,high       ,150415,150415_m481_UT8,5,150415_m481_UT8.nd2,,data/raw/nd2/150415_m481_UT8.nd2,raw,Phase contrast: Cells
PDX_m481,150415_m481_UT8.nd2 [150415_m481_UT8.nd2 (series 07)],Homo sapiens,NCBITaxon,NCBITaxon_9606,PDX,m481,high       ,150415,150415_m481_UT8,7,150415_m481_UT8.nd2,,data/raw/nd2/150415_m481_UT8.nd2,raw,Phase contrast: Cells
PDX_m481,150415_m481_UT8.nd2 [150415_m481_UT8.nd2 (series 08)],Homo sapiens,NCBITaxon,NCBITaxon_9606,PDX,m481,high       ,150415,150415_m481_UT8,8,150415_m481_UT8.nd2,,data/raw/nd2/150415_m481_UT8.nd2,raw,Phase contrast: Cells
PDX_m481,150415_m481_UT8.nd2 [150415_m481_UT8.nd2 (series 09)],Homo sapiens,NCBITaxon,NCBITaxon_9606,PDX,m481,high       ,150415,150415_m481_UT8,9,150415_m481_UT8.nd2,,data/raw/nd2/150415_m481_UT8.nd2,raw,Phase contrast: Cells
PDX_m481,150415_m481_UT8.nd2 [150415_m481_UT8.nd2 (series 10)],Homo sapiens,NCBITaxon,NCBITaxon_9606,PDX,m481,high       ,150415,150415_m481_UT8,10,150415_m481_UT8.nd2,,data/raw/nd2/150415_m481_UT8.nd2,raw,Phase contrast: Cells
PDX_m481,150415_m481_UT8.nd2 [150415_m481_UT8.nd2 (series 11)],Homo sapiens,NCBITaxon,NCBITaxon_9606,PDX,m481,high       ,150415,150415_m481_UT8,11,150415_m481_UT8.nd2,,data/raw/nd2/150415_m481_UT8.nd2,raw,Phase contrast: Cells
PDX_UT8,150415_m481_UT8.nd2 [150415_m481_UT8.nd2 (series 12)],Homo sapiens,NCBITaxon,NCBITaxon_9606,PDX,UT8,           ,150415,150415_m481_UT8,12,150415_m481_UT8.nd2,,data/raw/nd2/150415_m481_UT8.nd2,raw,Phase contrast: Cells
PDX_UT8,150415_m481_UT8.nd2 [150415_m481_UT8.nd2 (series 13)],Homo sapiens,NCBITaxon,NCBITaxon_9606,PDX,UT8,           ,150415,150415_m481_UT8,13,150415_m481_UT8.nd2,,data/raw/nd2/150415_m481_UT8.nd2,raw,Phase contrast: Cells
PDX_UT8,150415_m481_UT8.nd2 [150415_m481_UT8.nd2 (series 14)],Homo sapiens,NCBITaxon,NCBITaxon_9606,PDX,UT8,           ,150415,150415_m481_UT8,14,150415_m481_UT8.nd2,,data/raw/nd2/150415_m481_UT8.nd2,raw,Phase contrast: Cells
PDX_UT8,150415_m481_UT8.nd2 [150415_m481_UT8.nd2 (series 15)],Homo sapiens,NCBITaxon,NCBITaxon_9606,PDX,UT8,           ,150415,150415_m481_UT8,15,150415_m481_UT8.nd2,,data/raw/nd2/150415_m481_UT8.nd2,raw,Phase contrast: Cells
PDX_UT8,150415_m481_UT8.nd2 [150415_m481_UT8.nd2 (series 16)],Homo sapiens,NCBITaxon,NCBITaxon_9606,PDX,UT8,           ,150415,150415_m481_UT8,16,150415_m481_UT8.nd2,,data/raw/nd2/150415_m481_UT8.nd2,raw,Phase contrast: Cells
PDX_UT8,150415_m481_UT8.nd2 [150415_m481_UT8.nd2 (series 17)],Homo sapiens,NCBITaxon,NCBITaxon_9606,PDX,UT8,           ,150415,150415_m481_UT8,17,150415_m481_UT8.nd2,,data/raw/nd2/150415_m481_UT8.nd2,raw,Phase contrast: Cells
PDX_UT8,150415_m481_UT8.nd2 [150415_m481_UT8.nd2 (series 18)],Homo sapiens,NCBITaxon,NCBITaxon_9606,PDX,UT8,           ,150415,150415_m481_UT8,18,150415_m481_UT8.nd2,,data/raw/nd2/150415_m481_UT8.nd2,raw,Phase contrast: Cells
PDX_UT8,150415_m481_UT8.nd2 [150415_m481_UT8.nd2 (series 19)],Homo sapiens,NCBITaxon,NCBITaxon_9606,PDX,UT8,           ,150415,150415_m481_UT8,19,150415_m481_UT8.nd2,,data/raw/nd2/150415_m481_UT8.nd2,raw,Phase contrast: Cells
PDX_UT8,150415_m481_UT8.nd2 [150415_m481_UT8.nd2 (series 20)],Homo sapiens,NCBITaxon,NCBITaxon_9606,PDX,UT8,           ,150415,150415_m481_UT8,20,150415_m481_UT8.nd2,,data/raw/nd2/150415_m481_UT8.nd2,raw,Phase contrast: Cells
PDX_UT8,150415_m481_UT8.nd2 [150415_m481_UT8.nd2 (series 21)],Homo sapiens,NCBITaxon,NCBITaxon_9606,PDX,UT8,           ,150415,150415_m481_UT8,21,150415_m481_UT8.nd2,,data/raw/nd2/150415_m481_UT8.nd2,raw,Phase contrast: Cells
PDX_m405,150416_m405_m610.nd2 [150416_m405_m610.nd2 (series 01)],Homo sapiens,NCBITaxon,NCBITaxon_9606,PDX,m405,high       ,150416,150416_m405_m610,1,150416_m405_m610.nd2,,data/raw/nd2/150416_m405_m610.nd2,raw,Phase contrast: Cells
PDX_m405,150416_m405_m610.nd2 [150416_m405_m610.nd2 (series 02)],Homo sapiens,NCBITaxon,NCBITaxon_9606,PDX,m405,high       ,150416,150416_m405_m610,2,150416_m405_m610.nd2,,data/raw/nd2/150416_m405_m610.nd2,raw,Phase contrast: Cells
PDX_m405,150416_m405_m610.nd2 [150416_m405_m610.nd2 (series 03)],Homo sapiens,NCBITaxon,NCBITaxon_9606,PDX,m405,high       ,150416,150416_m405_m610,3,150416_m405_m610.nd2,,data/raw/nd2/150416_m405_m610.nd2,raw,Phase contrast: Cells
PDX_m405,150416_m405_m610.nd2 [150416_m405_m610.nd2 (series 04)],Homo sapiens,NCBITaxon,NCBITaxon_9606,PDX,m405,high       ,150416,150416_m405_m610,4,150416_m405_m610.nd2,,data/raw/nd2/150416_m405_m610.nd2,raw,Phase contrast: Cells
PDX_m405,150416_m405_m610.nd2 [150416_m405_m610.nd2 (series 05)],Homo sapiens,NCBITaxon,NCBITaxon_9606,PDX,m405,high       ,150416,150416_m405_m610,5,150416_m405_m610.nd2,,data/raw/nd2/150416_m405_m610.nd2,raw,Phase contrast: Cells
PDX_m405,150416_m405_m610.nd2 [150416_m405_m610.nd2 (series 06)],Homo sapiens,NCBITaxon,NCBITaxon_9606,PDX,m405,high       ,150416,150416_m405_m610,6,150416_m405_m610.nd2,,data/raw/nd2/150416_m405_m610.nd2,raw,Phase contrast: Cells
PDX_m405,150416_m405_m610.nd2 [150416_m405_m610.nd2 (series 07)],Homo sapiens,NCBITaxon,NCBITaxon_9606,PDX,m405,high       ,150416,150416_m405_m610,7,150416_m405_m610.nd2,,data/raw/nd2/150416_m405_m610.nd2,raw,Phase contrast: Cells
PDX_m405,150416_m405_m610.nd2 [150416_m405_m610.nd2 (series 08)],Homo sapiens,NCBITaxon,NCBITaxon_9606,PDX,m405,high       ,150416,150416_m405_m610,8,150416_m405_m610.nd2,,data/raw/nd2/150416_m405_m610.nd2,raw,Phase contrast: Cells
PDX_m405,150416_m405_m610.nd2 [150416_m405_m610.nd2 (series 09)],Homo sapiens,NCBITaxon,NCBITaxon_9606,PDX,m405,high       ,150416,150416_m405_m610,9,150416_m405_m610.nd2,,data/raw/nd2/150416_m405_m610.nd2,raw,Phase contrast: Cells
PDX_m405,150416_m405_m610.nd2 [150416_m405_m610.nd2 (series 10)],Homo sapiens,NCBITaxon,NCBITaxon_9606,PDX,m405,high       ,150416,150416_m405_m610,10,150416_m405_m610.nd2,,data/raw/nd2/150416_m405_m610.nd2,raw,Phase contrast: Cells
PDX_m610,150416_m405_m610.nd2 [150416_m405_m610.nd2 (series 11)],Homo sapiens,NCBITaxon,NCBITaxon_9606,PDX,m610,low        ,150416,150416_m405_m610,11,150416_m405_m610.nd2,,data/raw/nd2/150416_m405_m610.nd2,raw,Phase contrast: Cells
PDX_m610,150416_m405_m610.nd2 [150416_m405_m610.nd2 (series 12)],Homo sapiens,NCBITaxon,NCBITaxon_9606,PDX,m610,low        ,150416,150416_m405_m610,12,150416_m405_m610.nd2,,data/raw/nd2/150416_m405_m610.nd2,raw,Phase contrast: Cells
PDX_m610,150416_m405_m610.nd2 [150416_m405_m610.nd2 (series 13)],Homo sapiens,NCBITaxon,NCBITaxon_9606,PDX,m610,low        ,150416,150416_m405_m610,13,150416_m405_m610.nd2,,data/raw/nd2/150416_m405_m610.nd2,raw,Phase contrast: Cells
PDX_m610,150416_m405_m610.nd2 [150416_m405_m610.nd2 (series 14)],Homo sapiens,NCBITaxon,NCBITaxon_9606,PDX,m610,low        ,150416,150416_m405_m610,14,150416_m405_m610.nd2,,data/raw/nd2/150416_m405_m610.nd2,raw,Phase contrast: Cells
PDX_m610,150416_m405_m610.nd2 [150416_m405_m610.nd2 (series 15)],Homo sapiens,NCBITaxon,NCBITaxon_9606,PDX,m610,low        ,150416,150416_m405_m610,15,150416_m405_m610.nd2,,data/raw/nd2/150416_m405_m610.nd2,raw,Phase contrast: Cells
PDX_m610,150416_m405_m610.nd2 [150416_m405_m610.nd2 (series 16)],Homo sapiens,NCBITaxon,NCBITaxon_9606,PDX,m610,low        ,150416,150416_m405_m610,16,150416_m405_m610.nd2,,data/raw/nd2/150416_m405_m610.nd2,raw,Phase contrast: Cells
PDX_m610,150416_m405_m610.nd2 [150416_m405_m610.nd2 (series 17)],Homo sapiens,NCBITaxon,NCBITaxon_9606,PDX,m610,low        ,150416,150416_m405_m610,17,150416_m405_m610.nd2,,data/raw/nd2/150416_m405_m610.nd2,raw,Phase contrast: Cells
PDX_m610,150416_m405_m610.nd2 [150416_m405_m610.nd2 (series 18)],Homo sapiens,NCBITaxon,NCBITaxon_9606,PDX,m610,low        ,150416,150416_m405_m610,18,150416_m405_m610.nd2,,data/raw/nd2/150416_m405_m610.nd2,raw,Phase contrast: Cells
PDX_m610,150416_m405_m610.nd2 [150416_m405_m610.nd2 (series 19)],Homo sapiens,NCBITaxon,NCBITaxon_9606,PDX,m610,low        ,150416,150416_m405_m610,19,150416_m405_m610.nd2,,data/raw/nd2/150416_m405_m610.nd2,raw,Phase contrast: Cells
PDX_m610,150416_m405_m610.nd2 [150416_m405_m610.nd2 (series 20)],Homo sapiens,NCBITaxon,NCBITaxon_9606,PDX,m610,low        ,150416,150416_m405_m610,20,150416_m405_m610.nd2,,data/raw/nd2/150416_m405_m610.nd2,raw,Phase contrast: Cells
Melanocyte_m116,150419_m116.nd2 [150419_m116.nd2 (series 01)],Homo sapiens,NCBITaxon,NCBITaxon_9606,Melanocyte,m116,           ,150419,150419_m116,1,150419_m116.nd2,,data/raw/nd2/150419_m116.nd2,raw,Phase contrast: Cells
Melanocyte_m116,150419_m116.nd2 [150419_m116.nd2 (series 02)],Homo sapiens,NCBITaxon,NCBITaxon_9606,Melanocyte,m116,           ,150419,150419_m116,2,150419_m116.nd2,,data/raw/nd2/150419_m116.nd2,raw,Phase contrast: Cells
Melanocyte_m116,150419_m116.nd2 [150419_m116.nd2 (series 03)],Homo sapiens,NCBITaxon,NCBITaxon_9606,Melanocyte,m116,           ,150419,150419_m116,3,150419_m116.nd2,,data/raw/nd2/150419_m116.nd2,raw,Phase contrast: Cells
Melanocyte_m116,150419_m116.nd2 [150419_m116.nd2 (series 04)],Homo sapiens,NCBITaxon,NCBITaxon_9606,Melanocyte,m116,           ,150419,150419_m116,4,150419_m116.nd2,,data/raw/nd2/150419_m116.nd2,raw,Phase contrast: Cells
Melanocyte_m116,150419_m116.nd2 [150419_m116.nd2 (series 05)],Homo sapiens,NCBITaxon,NCBITaxon_9606,Melanocyte,m116,           ,150419,150419_m116,5,150419_m116.nd2,,data/raw/nd2/150419_m116.nd2,raw,Phase contrast: Cells
Melanocyte_m116,150419_m116.nd2 [150419_m116.nd2 (series 06)],Homo sapiens,NCBITaxon,NCBITaxon_9606,Melanocyte,m116,           ,150419,150419_m116,6,150419_m116.nd2,,data/raw/nd2/150419_m116.nd2,raw,Phase contrast: Cells
Melanocyte_m116,150419_m116.nd2 [150419_m116.nd2 (series 07)],Homo sapiens,NCBITaxon,NCBITaxon_9606,Melanocyte,m116,           ,150419,150419_m116,7,150419_m116.nd2,,data/raw/nd2/150419_m116.nd2,raw,Phase contrast: Cells
Melanocyte_m116,150419_m116.nd2 [150419_m116.nd2 (series 08)],Homo sapiens,NCBITaxon,NCBITaxon_9606,Melanocyte,m116,           ,150419,150419_m116,8,150419_m116.nd2,,data/raw/nd2/150419_m116.nd2,raw,Phase contrast: Cells
Melanocyte_m116,150419_m116.nd2 [150419_m116.nd2 (series 09)],Homo sapiens,NCBITaxon,NCBITaxon_9606,Melanocyte,m116,           ,150419,150419_m116,9,150419_m116.nd2,,data/raw/nd2/150419_m116.nd2,raw,Phase contrast: Cells
Melanocyte_m116,150419_m116.nd2 [150419_m116.nd2 (series 10)],Homo sapiens,NCBITaxon,NCBITaxon_9606,Melanocyte,m116,           ,150419,150419_m116,10,150419_m116.nd2,,data/raw/nd2/150419_m116.nd2,raw,Phase contrast: Cells
Melanocyte_m116,150419_m116.nd2 [150419_m116.nd2 (series 11)],Homo sapiens,NCBITaxon,NCBITaxon_9606,Melanocyte,m116,           ,150419,150419_m116,11,150419_m116.nd2,,data/raw/nd2/150419_m116.nd2,raw,Phase contrast: Cells
Melanocyte_m116,150419_m116.nd2 [150419_m116.nd2 (series 12)],Homo sapiens,NCBITaxon,NCBITaxon_9606,Melanocyte,m116,           ,150419,150419_m116,12,150419_m116.nd2,,data/raw/nd2/150419_m116.nd2,raw,Phase contrast: Cells
Melanocyte_m116,150419_m116.nd2 [150419_m116.nd2 (series 13)],Homo sapiens,NCBITaxon,NCBITaxon_9606,Melanocyte,m116,           ,150419,150419_m116,13,150419_m116.nd2,,data/raw/nd2/150419_m116.nd2,raw,Phase contrast: Cells
Melanocyte_m116,150419_m116.nd2 [150419_m116.nd2 (series 14)],Homo sapiens,NCBITaxon,NCBITaxon_9606,Melanocyte,m116,           ,150419,150419_m116,14,150419_m116.nd2,,data/raw/nd2/150419_m116.nd2,raw,Phase contrast: Cells
Melanocyte_m116,150419_m116.nd2 [150419_m116.nd2 (series 15)],Homo sapiens,NCBITaxon,NCBITaxon_9606,Melanocyte,m116,           ,150419,150419_m116,15,150419_m116.nd2,,data/raw/nd2/150419_m116.nd2,raw,Phase contrast: Cells
PDX_m481,150424_m481_UT8.nd2 [150424_m481_UT8.nd2 (series 01)],Homo sapiens,NCBITaxon,NCBITaxon_9606,PDX,m481,high       ,150424,150424_m481_UT8,1,150424_m481_UT8.nd2,,data/raw/nd2/150424_m481_UT8.nd2,raw,Phase contrast: Cells
PDX_m481,150424_m481_UT8.nd2 [150424_m481_UT8.nd2 (series 02)],Homo sapiens,NCBITaxon,NCBITaxon_9606,PDX,m481,high       ,150424,150424_m481_UT8,2,150424_m481_UT8.nd2,,data/raw/nd2/150424_m481_UT8.nd2,raw,Phase contrast: Cells
PDX_m481,150424_m481_UT8.nd2 [150424_m481_UT8.nd2 (series 03)],Homo sapiens,NCBITaxon,NCBITaxon_9606,PDX,m481,high       ,150424,150424_m481_UT8,3,150424_m481_UT8.nd2,,data/raw/nd2/150424_m481_UT8.nd2,raw,Phase contrast: Cells
PDX_m481,150424_m481_UT8.nd2 [150424_m481_UT8.nd2 (series 04)],Homo sapiens,NCBITaxon,NCBITaxon_9606,PDX,m481,high       ,150424,150424_m481_UT8,4,150424_m481_UT8.nd2,,data/raw/nd2/150424_m481_UT8.nd2,raw,Phase contrast: Cells
PDX_m481,150424_m481_UT8.nd2 [150424_m481_UT8.nd2 (series 05)],Homo sapiens,NCBITaxon,NCBITaxon_9606,PDX,m481,high       ,150424,150424_m481_UT8,5,150424_m481_UT8.nd2,,data/raw/nd2/150424_m481_UT8.nd2,raw,Phase contrast: Cells
PDX_m481,150424_m481_UT8.nd2 [150424_m481_UT8.nd2 (series 06)],Homo sapiens,NCBITaxon,NCBITaxon_9606,PDX,m481,high       ,150424,150424_m481_UT8,6,150424_m481_UT8.nd2,,data/raw/nd2/150424_m481_UT8.nd2,raw,Phase contrast: Cells
